Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
111318,128348,Daily,To stay awake during work/study,To boost performance,No,Neutral,Not sure,No,4,Health concerns,CodeX,Brand reputation,Other,Caffeine,Yes,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
111319,128349,Rarely,Before exercise,To boost performance,Yes,Positive,Effective,No,4,Not interested in energy drinks,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,Yes,No,Outdoor billboards,Other,No,50-99,Local stores,Sports/exercise
111322,128352,Daily,To stay awake during work/study,Increased energy and focus,Yes,Positive,Effective,No,5,Other,Bepsi,Brand reputation,More natural ingredients,Caffeine,No,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Social outings/parties
111323,128353,Once a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,Yes,4,Unfamiliar with the brand,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,Yes,Other,Compact and portable cans,Not Sure,Below 50,Supermarkets,Sports/exercise
111324,128354,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Dangerous,Yes,5,Health concerns,Blue Bull,Availability,Wider range of flavors,Guarana,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Social outings/parties
111325,128355,2-3 times a week,Throughout the day,Other,Yes,Neutral,Healthy,No,3,Unfamiliar with the brand,Sky 9,Brand reputation,Reduced sugar content,Vitamins,No,No,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
111327,128357,Rarely,Throughout the day,Other,Yes,Negative,Dangerous,No,2,Not available locally,Sky 9,Effectiveness,Reduced sugar content,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late
111328,128358,Once a week,Before exercise,Other,No,Positive,Dangerous,No,4,Health concerns,Blue Bull,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Outdoor billboards,Collectible packaging,No,Below 50,Online retailers,Sports/exercise
111329,128359,2-3 times a week,For mental alertness,To boost performance,Yes,Negative,Healthy,No,4,Other,Sky 9,Other,Reduced sugar content,Caffeine,Yes,Yes,Print media,Compact and portable cans,No,Above 150,Online retailers,Social outings/parties
111331,128361,2-3 times a week,Before exercise,To combat fatigue,No,Positive,Healthy,No,3,Unfamiliar with the brand,Bepsi,Availability,More natural ingredients,Vitamins,No,Not Sure,TV commercials,Compact and portable cans,No,Above 150,Supermarkets,Social outings/parties
111332,128362,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Not sure,No,2,Unfamiliar with the brand,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,No,Not Sure,Online ads,Compact and portable cans,Yes,Below 50,Supermarkets,Studying/working late
111337,128367,2-3 times a week,For mental alertness,To combat fatigue,No,Negative,Effective,No,1,Not available locally,Cola-Coka,Availability,More natural ingredients,Guarana,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Social outings/parties
111338,128368,2-3 times a month,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,2,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Other,Sports/exercise
111339,128369,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,No,5,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Guarana,Yes,Not Sure,TV commercials,Compact and portable cans,No,Above 150,Supermarkets,Sports/exercise
111340,128370,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,Yes,3,Not available locally,Cola-Coka,Availability,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Local stores,Sports/exercise
111341,128371,Once a week,Throughout the day,To enhance sports performance,No,Neutral,Not sure,No,1,Not interested in energy drinks,Cola-Coka,Brand reputation,More natural ingredients,Sugar,Yes,Yes,TV commercials,Collectible packaging,Not Sure,Above 150,Supermarkets,Sports/exercise
111342,128372,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Dangerous,No,4,Not available locally,Gangster,Brand reputation,Healthier alternatives,Vitamins,No,Yes,Print media,Innovative bottle design,Yes,100-150,Supermarkets,Social outings/parties
111343,128373,Rarely,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,No,2,Not available locally,Cola-Coka,Effectiveness,Reduced sugar content,Guarana,No,Yes,Other,Compact and portable cans,Yes,Above 150,Supermarkets,Social outings/parties
111344,128374,Once a week,To stay awake during work/study,To boost performance,Yes,Positive,Healthy,No,5,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Sports/exercise
111347,128377,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Dangerous,No,3,Not available locally,Blue Bull,Taste/flavor preference,Healthier alternatives,Caffeine,No,No,Outdoor billboards,Collectible packaging,Yes,50-99,Gyms and fitness centers,Other
111348,128378,Daily,Throughout the day,To combat fatigue,Yes,Neutral,Effective,No,3,Health concerns,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,No,TV commercials,Compact and portable cans,No,Above 150,Gyms and fitness centers,Studying/working late
111350,128380,Once a week,For mental alertness,Other,Yes,Neutral,Dangerous,Yes,4,Not available locally,CodeX,Brand reputation,Healthier alternatives,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,No,100-150,Online retailers,Studying/working late
111351,128381,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,No,2,Unfamiliar with the brand,Gangster,Availability,Reduced sugar content,Sugar,Yes,Yes,Outdoor billboards,Innovative bottle design,Not Sure,100-150,Gyms and fitness centers,Social outings/parties
111352,128382,Once a week,To stay awake during work/study,Other,No,Positive,Effective,No,5,Not interested in energy drinks,Others,Brand reputation,More natural ingredients,Guarana,Yes,Yes,Online ads,Eco-friendly design,No,50-99,Gyms and fitness centers,Social outings/parties
111356,128386,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Negative,Effective,No,4,Not available locally,Bepsi,Other,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Driving/commuting
111357,128387,Once a week,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,No,4,Not available locally,Sky 9,Brand reputation,Reduced sugar content,Vitamins,Yes,No,Other,Innovative bottle design,Not Sure,100-150,Online retailers,Studying/working late
111359,128389,2-3 times a month,For mental alertness,To combat fatigue,Yes,Positive,Healthy,No,3,Unfamiliar with the brand,Gangster,Taste/flavor preference,Wider range of flavors,Vitamins,No,No,TV commercials,Eco-friendly design,Yes,50-99,Gyms and fitness centers,Sports/exercise
111363,128393,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,5,Health concerns,Sky 9,Availability,Wider range of flavors,Sugar,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Supermarkets,Other
111365,128395,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,Yes,2,Other,Gangster,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Other,Yes,50-99,Supermarkets,Social outings/parties
111366,128396,Once a week,Throughout the day,Increased energy and focus,Yes,Negative,Not sure,No,3,Not interested in energy drinks,Cola-Coka,Other,More natural ingredients,Sugar,No,Yes,TV commercials,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late
111367,128397,Daily,Throughout the day,Other,No,Negative,Not sure,No,4,Unfamiliar with the brand,Others,Taste/flavor preference,More natural ingredients,Vitamins,No,Not Sure,Online ads,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
111368,128398,Daily,To stay awake during work/study,Other,No,Negative,Dangerous,No,1,Health concerns,CodeX,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Collectible packaging,Yes,50-99,Online retailers,Studying/working late
111371,128401,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,2,Not interested in energy drinks,Cola-Coka,Effectiveness,Healthier alternatives,Guarana,Yes,Yes,Outdoor billboards,Eco-friendly design,Not Sure,50-99,Gyms and fitness centers,Social outings/parties
111372,128402,2-3 times a week,For mental alertness,To boost performance,Yes,Negative,Effective,No,3,Not available locally,Gangster,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,No,Online ads,Eco-friendly design,Not Sure,50-99,Gyms and fitness centers,Studying/working late
111373,128403,2-3 times a week,Throughout the day,To boost performance,No,Neutral,Healthy,No,3,Not available locally,Bepsi,Other,Wider range of flavors,Caffeine,No,Not Sure,TV commercials,Compact and portable cans,No,50-99,Online retailers,Studying/working late
111375,128405,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,3,Unfamiliar with the brand,Cola-Coka,Effectiveness,More natural ingredients,Sugar,Yes,No,Other,Eco-friendly design,Yes,100-150,Local stores,Social outings/parties
111377,128407,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Not sure,Yes,1,Health concerns,Bepsi,Availability,More natural ingredients,Sugar,Yes,No,Online ads,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late
111378,128408,2-3 times a week,Throughout the day,To boost performance,Yes,Negative,Effective,No,5,Not interested in energy drinks,Others,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Other,Compact and portable cans,No,Below 50,Online retailers,Studying/working late
111379,128409,Rarely,To stay awake during work/study,Other,Yes,Neutral,Healthy,Yes,3,Other,Blue Bull,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Gyms and fitness centers,Studying/working late
111381,128411,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,No,1,Not available locally,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,No,100-150,Online retailers,Social outings/parties
111382,128412,Rarely,To stay awake during work/study,Other,Yes,Neutral,Effective,No,3,Not interested in energy drinks,Cola-Coka,Other,Reduced sugar content,Guarana,Yes,Yes,Other,Compact and portable cans,No,Below 50,Online retailers,Sports/exercise
111383,128413,2-3 times a week,For mental alertness,To boost performance,Yes,Neutral,Healthy,No,3,Unfamiliar with the brand,Sky 9,Other,More natural ingredients,Sugar,No,Yes,TV commercials,Innovative bottle design,No,50-99,Online retailers,Studying/working late
111385,128415,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,5,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Vitamins,Yes,Not Sure,TV commercials,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
111387,128417,Daily,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,Yes,2,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,No,Print media,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late
111388,128418,Daily,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,4,Not interested in energy drinks,Bepsi,Other,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Other,Yes,Above 150,Online retailers,Studying/working late
111392,128422,Once a week,To stay awake during work/study,To enhance sports performance,No,Positive,Not sure,No,4,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,No,Yes,Outdoor billboards,Eco-friendly design,Yes,100-150,Supermarkets,Sports/exercise
111393,128423,Rarely,Before exercise,To boost performance,Yes,Neutral,Not sure,No,2,Unfamiliar with the brand,Gangster,Brand reputation,More natural ingredients,Guarana,Yes,Yes,TV commercials,Innovative bottle design,No,100-150,Local stores,Studying/working late
111394,128424,2-3 times a month,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,Yes,5,Not available locally,Blue Bull,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,Other,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
111396,128426,Daily,Throughout the day,Increased energy and focus,No,Neutral,Effective,No,5,Health concerns,Cola-Coka,Taste/flavor preference,Other,Vitamins,No,Not Sure,TV commercials,Collectible packaging,Yes,100-150,Supermarkets,Other
111397,128427,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Negative,Effective,Yes,5,Not interested in energy drinks,Bepsi,Availability,Healthier alternatives,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Gyms and fitness centers,Studying/working late
111398,128428,Daily,Throughout the day,To combat fatigue,Yes,Positive,Healthy,Yes,3,Not available locally,Bepsi,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Online retailers,Studying/working late
111399,128429,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,Yes,2,Other,Sky 9,Other,More natural ingredients,Vitamins,Yes,Yes,Print media,Compact and portable cans,No,Above 150,Supermarkets,Other
111400,128430,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Not sure,No,5,Not available locally,Gangster,Other,More natural ingredients,Caffeine,Yes,No,Other,Innovative bottle design,No,50-99,Gyms and fitness centers,Other
111401,128431,2-3 times a week,Before exercise,To boost performance,Yes,Negative,Effective,Yes,1,Other,Gangster,Effectiveness,Wider range of flavors,Vitamins,No,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
111402,128432,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Positive,Healthy,Yes,2,Other,Cola-Coka,Other,Wider range of flavors,Caffeine,No,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Studying/working late
111403,128433,Once a week,Throughout the day,Increased energy and focus,Yes,Neutral,Healthy,Yes,1,Health concerns,Gangster,Brand reputation,Wider range of flavors,Sugar,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Social outings/parties
111404,128434,Once a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,4,Health concerns,Bepsi,Effectiveness,Healthier alternatives,Sugar,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Social outings/parties
